Gene,A11,A12,A13,A21,A22,A24,B11,B12,B22,B23
Nudt16,1701,2007,1427,1495,2730,1546,1712,1856,1891,1747
Nudt16l2,0,0,0,0,0,0,0,0,0,0
Nek11,15,15,8,2,0,22,26,33,14,14
Aste1,1019,971,801,747,1130,696,799,915,1241,870
Atp2c1,9826,10216,6768,7107,9789,7419,7058,6585,8867,7692
Pik3r4,3633,3653,2363,2700,3084,2710,2628,2899,4266,2928
Col6a6,0,0,4,2,0,0,6,23,26,6
Col6a5,270,154,216,188,157,207,164,367,760,312
Col6a4,2893,3151,2481,2168,3769,2425,1322,2637,3350,2791
Glyctk,193,342,182,221,258,195,215,193,307,234
Mir135a-1,0,0,0,0,0,0,0,0,0,0
Wdr82,8879,9549,6459,6518,8962,6763,7814,8404,10680,8159
Mirlet7g,0,0,0,0,0,0,0,0,0,0
Ppm1m,1062,1136,948,986,1547,781,784,1557,2196,1703
Twf2,2198,2182,1518,1524,3004,1562,1675,2199,2756,2101
Tlr9,303,367,294,316,353,197,145,448,504,581
Alas1,23418,18469,14955,13798,18137,14319,12983,15018,17526,13630
Poc1a,1730,1630,963,1004,1722,1154,1382,1334,1239,1082
Dusp7,1406,1784,1545,1428,2178,1425,1521,1995,2770,2100
Rpl29,34428,35922,27432,25927,45654,27124,30480,34382,36533,31226
Acy1,4293,5286,3828,2472,4017,3101,3968,4405,4899,4150
Abhd14a,1073,1119,918,777,1319,741,1090,1207,1178,1062
Abhd14b,5752,6524,5227,3904,7565,4331,5679,6306,7028,5879
Pcbp4,654,785,612,641,824,636,615,812,1207,1142
Gpr62,0,8,4,4,0,0,2,6,34,8
Parp3,3514,2778,2229,2111,3550,1902,2187,3036,3987,4114
Rrp9,1647,1709,1250,1572,2326,1553,1510,1921,1733,1688
Iqcf1,0,0,0,0,0,0,0,0,0,0
Iqcf5,0,0,0,0,0,0,0,0,0,0
Iqcf3,0,0,0,0,0,0,0,6,0,0
Iqcf4,0,0,0,0,0,0,0,0,0,0
Iqcf6,0,0,0,0,0,0,0,0,0,0
Grm2,4,10,2,8,0,6,4,8,0,4
Tex264,4479,5443,4030,3692,6490,3517,4172,5020,5424,4636
Rad54l2,3884,3649,2329,2307,3428,2857,2510,2811,3300,2459
Dcaf1,5409,5352,3772,3462,4026,4215,4151,4108,4588,3748
Rbm15b,6091,6539,4718,4412,6351,4920,5601,6110,6811,5727
Manf,12649,12689,9340,7514,9821,7910,11008,11769,14448,11546
Dock3,101,108,90,75,64,56,104,121,132,99
AA543401,0,0,0,0,0,0,0,0,0,0
Mapkapk3,7975,7635,5805,4586,7899,4822,6333,7314,8356,6036
Cish,889,1329,1020,925,1683,815,936,1147,1183,1107
Hemk1,695,1015,832,704,966,633,904,1049,1185,808
6430571L13Rik,6,2,10,2,0,3,7,22,62,29
Cacna2d2,401,859,576,525,618,405,570,465,618,546
Tmem115,3684,4578,3532,2964,4782,3366,3868,4171,4140,4051
Cyb561d2,936,942,730,695,964,674,857,1033,762,943
Nprl2,1218,1461,1280,977,1387,911,1228,1672,1614,1386
Zmynd10,13,10,22,19,0,11,36,35,52,43
Gm34106,0,0,2,0,0,0,0,8,0,0
Rassf1,1239,1279,983,936,1646,1065,919,1230,1648,1123
Gm9917,1366,1358,992,1029,1398,961,1053,1094,821,1041
Tusc2,2293,2760,2642,2228,3813,2314,2591,2809,3660,2533
Hyal2,4201,4838,4110,3243,6064,3547,3941,4650,5159,4255
Hyal1,474,618,603,501,846,503,521,463,637,445
Naa80,1398,1726,1373,1067,2011,1245,1284,1495,2294,1565
Hyal3,40,76,61,44,76,58,53,32,110,65
Ifrd2,4981,5488,3746,4132,6818,4685,4984,4897,5147,4192
Lsmem2,108,145,170,71,237,140,125,219,308,175
Sema3b,8106,9629,7858,5953,9230,6056,8110,8302,8239,7086
Gnai2,31366,34115,25578,27530,40773,27132,23849,29585,38946,33111
Slc38a3,9,18,6,33,126,13,12,0,0,6
Gnat1,9,37,18,45,164,40,16,17,24,19
Sema3f,2881,3558,2866,3421,4605,2896,1961,3090,5143,4980
Rbm5,9362,10447,8173,7792,13282,8044,9068,10201,13393,10950
Rbm6,6387,6850,5545,5006,6471,5421,6037,6505,7646,6024
Mon1a,5354,5985,4739,3578,6466,4005,5089,5480,6437,4880
Mst1r,13868,12941,8932,7951,11556,8624,9420,11322,9378,10232
Actl11,0,2,0,0,0,0,0,0,0,0
Camkv,7,0,2,0,0,0,3,0,0,0
Traip,982,995,582,676,863,797,632,801,662,496
Uba7,6569,5961,4809,4452,4934,3874,3605,5637,6574,5447
Inka1,57,40,43,47,0,18,27,84,120,113
Cdhr4,24,62,21,33,44,26,35,25,108,32
4930535L15Rik,4,2,2,3,0,2,0,0,0,3
Ip6k1,9700,11421,8799,8234,12033,8007,8301,10450,13597,10883
Gmppb,5951,5212,4215,3252,4806,3439,4533,4584,5094,3570
Rnf123,5502,5815,4186,3624,5782,4121,4164,4885,5415,4869
Amigo3,1378,1049,902,831,976,870,955,1140,1219,850
Mst1,68,49,23,38,32,47,18,59,45,40
Mir7088,0,0,0,0,0,0,0,0,0,0
Apeh,9954,10686,8547,6216,9473,6719,9152,9811,10394,8701
Bsn,3194,3771,2387,2455,2779,3007,2983,2886,3205,2246
4930447F24Rik,361,491,403,350,637,383,524,652,661,586
Dag1,32794,34221,22171,20138,27280,22977,23438,22459,25144,19716
Nicn1,695,949,859,665,1202,641,880,730,1386,927
Amt,1019,1741,1295,954,2290,994,1637,1124,1328,1398
Tcta,3332,3862,2794,2381,4049,2485,2820,3256,3664,2814
Rhoa,30719,33553,23708,22775,37925,23408,25516,27910,34597,27483
Gpx1,21170,22767,17119,16298,29630,15321,19378,19272,20046,19508
Usp4,12552,12842,8452,8397,11848,9171,9552,9767,11479,8834
1700102P08Rik,9,42,37,49,30,38,32,79,115,100
Iho1,0,8,0,6,26,6,6,4,0,4
BC048562,0,0,0,0,0,0,0,0,0,0
Klhdc8b,489,721,686,621,729,630,604,788,1374,1219
Ccdc71,3305,3535,2551,2209,4432,2389,2714,3069,3302,2677
Gm51295,0,0,0,0,0,2,1,0,0,0
Lamb2,2228,3142,2758,2867,3744,2758,2181,3898,7099,5456
Usp19,13410,15317,10548,9759,11903,10214,12145,13932,16157,13073
Qars,16376,16709,11970,10252,18066,11149,13177,14177,15600,12421
Qrich1,7393,7067,5506,5348,7750,5719,5698,5961,7084,6101
Impdh2,8354,9575,7114,6909,12672,8091,8324,8915,9437,7986
Ndufaf3,1430,1528,1284,975,1606,1037,1490,1656,1370,1258
Mir191,10,16,0,3,14,3,6,1,0,5
Mir425,34,65,51,27,40,25,25,24,76,49
Dalrd3,4365,5113,3924,3319,5258,3337,4381,5604,5517,4765
Wdr6,2953,3124,2554,1994,2836,2278,2332,2985,3717,2625
P4htm,70,133,94,76,102,76,66,129,353,142
Arih2,7194,8243,5915,5952,8837,6438,5890,6869,8568,6093
Slc25a20,10967,17184,12225,14059,21977,12930,11939,13097,14525,11803
Prkar2a,22076,24125,16019,14158,20714,16758,18006,16981,20069,14342
Ip6k2,2296,2740,1864,2047,2810,1765,1939,2178,2632,2492
Nckipsd,1054,1211,963,991,1728,1015,1124,1249,1460,1356
Celsr3,202,264,150,257,144,293,124,179,388,281
Slc26a6,447,419,296,317,606,299,318,462,378,571
Tmem89,0,0,0,0,0,0,0,0,0,0
Uqcrc1,31209,36564,27222,20594,35960,22314,30733,31459,31558,26580
Col7a1,340,479,267,1042,1088,861,394,444,718,549
Mir711,0,0,0,0,0,0,0,0,0,0
Ucn2,10,8,2,28,19,26,4,6,34,10
Pfkfb4,2753,3516,2356,2536,2861,2330,2400,2348,3296,2309
Shisa5,22274,25552,19854,18433,26434,17077,18749,22890,25060,24181
Trex1,0,0,0,0,0,0,0,0,0,0
Atrip-trex1,42,42,24,57,0,27,56,49,19,43
Atrip,0,0,0,0,0,0,0,0,0,0
Tma7,7065,7561,5789,5130,9372,5451,6408,7481,8491,6205
Ccdc51,1076,1072,996,853,884,857,974,917,1342,853
Gm7628,8,2,2,6,2,5,0,0,0,16
Plxnb1,2330,2136,1651,1470,2228,1819,1815,1972,3024,1734
Fbxw21,0,0,0,0,0,0,0,0,0,0
Fbxw13,0,2,2,2,0,4,11,0,0,2
Fbxw20,0,0,0,0,0,0,0,0,0,0
Fbxw14,0,0,0,0,0,0,0,0,0,0
Fbxw28,0,0,0,0,0,0,0,0,0,0
Fbxw22,8,0,8,12,0,18,24,10,0,14
Fbxw16,0,0,0,0,0,0,0,0,0,0
Fbxw19,0,0,0,0,0,0,0,0,0,0
Fbxw15,3,16,4,6,0,5,32,20,0,20
Fbxw24,0,4,1,8,14,12,10,0,36,0
Fbxw25,0,0,0,0,0,0,0,0,0,0
Fbxw18,0,0,0,0,0,0,0,0,0,4
Fbxw26,0,0,0,0,0,0,0,0,0,0
Fbxw27,0,0,0,0,0,0,0,0,0,0
Spink8,0,5,0,2,0,0,0,0,6,1
3000002C10Rik,214,240,151,151,100,155,190,210,270,204
Nme6,1163,1059,699,862,1400,759,974,976,1117,836
Camp,6,13,4,18,0,20,7,12,32,4
Cdc25a,6442,8248,5601,4969,7255,5363,5476,5831,6496,4718
Mir7089,5,0,2,3,52,5,2,2,0,0
Map4,17211,17432,11820,12268,18774,13090,11326,13843,18213,14067
Dhx30,4905,5347,4356,4041,5544,4131,4402,5152,6272,4810
Smarcc1,9151,8497,5524,6017,9019,7298,6156,6883,7104,5722
Cspg5,62,90,44,58,160,76,36,69,72,84
Gm39429,0,0,4,10,0,4,0,4,0,0
Mir6236,409,546,235,796,1614,397,444,462,610,375
Elp6,592,693,481,426,782,454,531,488,658,604
Scap,10405,11304,7859,7241,10716,8050,8451,9757,10077,8926
Ptpn23,7220,7812,6143,5892,9055,6051,5776,6755,7436,6741
Ngp,52,14,6,980,264,907,124,26,310,83
Klhl18,3474,3770,2761,2414,3913,2502,3002,3214,3881,3000
Kif9,90,152,123,146,198,135,110,162,252,149
Setd2,6433,7086,4747,4242,6567,5176,5485,5806,7106,5450
Nradd,228,358,219,317,565,326,259,337,680,423
Nbeal2,12493,12587,8016,8068,9775,9768,8259,8467,10551,7011
Mir8107,0,0,0,0,0,0,0,0,0,0
Ccdc12,3292,3862,2854,2806,5585,3074,3331,3584,3666,3343
Pth1r,96,222,255,270,98,232,130,282,556,578
Myl3,0,0,0,2,0,0,0,0,0,4
Prss42,0,0,0,0,0,0,0,0,0,0
Prss44,0,0,0,0,0,0,0,0,0,0
Prss43,0,0,0,0,0,0,2,0,0,0
Prss45,0,0,0,0,0,0,0,0,0,0
Prss46,2,0,2,8,18,10,6,18,0,2
Prss50,6,0,5,8,0,4,6,2,0,2
Tmie,58,150,90,135,134,111,108,50,98,172
Als2cl,4738,6325,4290,5622,10488,6242,4730,4572,5894,4615
Fam240a,0,0,0,0,0,0,0,0,0,0
Tdgf1,0,2,0,2,0,0,10,0,0,4
Lrrc2,0,2,2,2,24,2,2,4,46,10
Rtp3,60,60,49,49,42,46,30,50,98,114
Gm10030,10,4,9,21,14,32,3,11,0,10
Ltf,252,150,84,421,188,411,72,110,158,106
Ccrl2,300,363,122,719,466,810,82,250,702,257
Lrrfip2,5924,7139,5825,5114,8991,5500,5725,5816,8368,5088
Mlh1,984,1130,635,745,1196,836,862,801,677,742
Epm2aip1,4402,5042,3048,3016,3936,3724,4159,4328,6334,4146
Trank1,126,54,28,20,0,20,38,42,48,28
Dclk3,349,557,402,354,844,348,428,404,348,467
Stac,8,18,28,8,0,6,36,65,82,123
4930545L08Rik,0,0,0,0,0,0,0,0,0,0
Arpp21,0,5,4,0,0,4,12,6,0,5
Mir128-2,0,0,0,0,0,0,0,0,0,0
2310075C17Rik,0,0,0,0,0,0,0,0,0,0
2900079G21Rik,0,0,0,0,0,0,0,0,0,0
Gm39436,0,0,0,0,0,0,0,0,0,0
AU023762,0,0,0,0,0,0,0,0,0,2
Pdcd6ip,35180,35963,24063,22985,34578,25206,24341,26686,28761,22633
Clasp2,2794,2945,1793,2085,2682,2396,2125,2526,3961,2608
Ubp1,9694,10391,8027,7818,12415,8118,8674,9545,10126,8906
Fbxl2,52,82,54,97,206,61,59,82,260,217
Susd5,2,6,20,6,0,12,6,42,114,110
Gm29825,0,0,0,0,0,0,0,0,4,0
4921528I07Rik,0,0,0,0,0,0,0,0,0,0
Bcl2a1c,0,0,0,0,0,0,0,0,0,0
4930525D18Rik,4,4,3,0,0,8,2,9,0,12
4930520O04Rik,217,329,115,206,292,251,177,229,196,148
Crtap,1983,2421,1939,2085,3105,2049,1843,2668,4657,3540
Glb1,3151,3621,2959,2580,4239,2615,3201,3186,3359,2812
Tmppe,2893,3584,2622,2110,3002,2708,3020,2984,3790,2764
Gm30254,4,0,0,0,0,8,0,1,0,2
Ccr4,110,109,94,58,78,47,47,81,58,75
Trim71,0,0,0,0,0,0,13,0,0,4
Cnot10,4432,4820,3442,3498,5081,3778,3960,3853,4963,4312
Dync1li1,4685,4835,3634,3413,5277,3593,3516,3665,4152,3772
Cmtm6,19514,20550,16084,13160,22306,14645,14739,16364,17895,15614
Cmtm7,906,895,668,794,1281,711,657,997,1373,1155
Cmtm8,624,571,624,536,731,452,615,647,818,661
Gpd1l,13809,14634,10682,8373,15603,8989,12051,12049,12939,10483
Osbpl10,2464,2874,2008,1745,2006,1668,1971,1968,1933,1847
Stt3b,26811,28285,19026,16790,27457,18750,21687,22020,23138,20223
Stmn1-rs1,6,10,0,2,0,3,0,6,28,0
4930428G15Rik,0,0,0,0,0,0,0,2,0,2
Mir467h,0,0,0,0,0,0,0,0,0,0
D330037F02Rik,0,0,0,6,0,0,2,6,0,7
Gadl1,5,0,0,0,0,0,0,0,0,0
Tgfbr2,11668,12756,9128,12782,15655,11921,8075,11162,16322,13999
Gm4668,4,2,0,11,0,1,4,1,0,6
Rbms3,406,772,560,618,1034,639,480,802,1477,1186
Gm17396,14,25,19,16,34,32,21,23,81,47
Zcwpw2,17,27,6,14,14,10,13,3,0,2
Azi2,10983,12235,9007,8547,13715,9003,9811,10127,12867,9453
Cmc1,1305,1615,1087,1010,2016,1178,1340,1440,1574,1323
Gm17399,10,10,15,9,32,3,18,25,30,38
4933432G23Rik,0,0,0,0,0,0,0,0,0,0
Eomes,115,97,122,80,38,67,119,71,212,86
Golga4,17260,18030,11772,10904,13764,12569,14375,14840,16985,12383
Itga9,1478,1362,1024,1065,1812,896,729,1444,2644,2312
Gm51695,9,12,4,6,0,0,0,5,46,3
Ctdspl,4712,5611,3843,3728,5600,3804,4766,5464,6346,4526
Mir26a-1,0,0,0,0,0,0,0,0,0,0
Vill,1052,1260,976,1903,2644,1743,760,486,1218,713
Plcd1,3122,4190,2897,2595,4838,2747,2974,3027,3757,3070
Dlec1,44,75,66,53,44,35,66,55,56,77
Acaa1b,559,2642,1790,982,2033,1583,1548,2078,2364,1341
Slc22a14,6,0,0,2,0,0,2,0,0,0
Slc22a13,0,11,1,2,0,2,3,6,22,12
Slc22a13b,64,80,95,64,50,43,71,127,152,114
Oxsr1,8995,9962,6525,6798,10490,7731,7306,7215,8600,6277
Myd88,3986,3959,3205,3047,4753,2986,3082,3947,5096,4169
Acaa1a,8128,10948,8007,6826,11856,7286,9283,9638,11296,9105
Xylb,1004,1179,919,867,1157,963,1106,899,920,716
Acvr2b,1327,1535,1114,1037,1664,1194,1330,1464,1354,1305
Exog,921,881,742,721,1392,711,929,1132,1141,997
Scn5a,10,18,4,34,0,46,29,98,266,128
Scn10a,0,0,0,0,0,0,0,0,0,0
Scn11a,72,86,40,92,48,92,45,92,120,87
Wdr48,6230,6630,4439,4041,6371,4405,5262,5657,6185,4614
Gorasp1,3971,4332,3577,3405,4700,3417,3836,3872,4247,3500
Ttc21a,52,37,41,35,0,47,46,16,6,45
Csrnp1,928,1313,664,1255,1216,1042,440,728,1996,1132
Xirp1,22,16,16,14,0,16,4,22,17,50
Cx3cr1,1082,791,672,584,920,521,488,889,657,776
Ccr8,15,15,6,14,0,16,2,5,32,18
Slc25a38,1874,2112,1548,1551,2726,1587,1806,2104,2315,2007
Rpsa,102867,106568,76469,69323,134075,74604,91455,107778,113578,96413
Snora62,19,4,18,14,6,18,7,10,30,20
Mobp,0,0,0,0,0,0,0,0,0,0
Myrip,402,520,425,531,884,476,436,419,846,608
D830035M03Rik,39,30,12,18,86,20,36,36,50,22
Eif1b,1406,1336,1195,1243,2005,1123,1514,1892,2513,1966
Entpd3,77,45,30,60,30,53,58,114,284,180
Rpl14,32477,37935,28535,28554,52305,29318,34415,38221,44196,36827
5830454E08Rik,36,57,54,25,94,32,43,44,40,37
Gm19385,2,6,0,14,0,14,4,2,0,2
1700020M21Rik,0,0,0,0,0,0,0,0,0,0
4930593C16Rik,0,0,0,0,0,0,2,0,0,1
Ctnnb1,101566,111238,79864,72470,104701,76106,77510,78983,83697,73790
Mir7090,1,0,1,0,0,0,0,0,0,0
Ulk4,51,83,51,91,76,67,67,125,150,94
Trak1,27419,30163,21172,18671,26523,19001,20040,21678,26026,20037
Cck,190,124,170,184,82,80,210,210,256,130
Lyzl4,105,58,32,32,66,41,52,50,62,21
Lyzl4os,0,0,0,1,0,0,0,0,1,0
Vipr1,25314,26265,20033,16984,25414,18430,20672,24100,24002,20491
Sec22c,1799,2010,1554,1327,1585,1379,1489,1586,1948,1420
Ss18l2,883,1263,866,800,1404,793,1017,961,1457,896
Nktr,13253,12852,8957,8231,9680,10196,10389,11268,13259,9674
E530011L22Rik,21,10,51,21,60,24,30,59,10,74
Zfp651,260,279,405,372,490,331,268,534,1188,909
Klhl40,2,0,0,0,0,0,0,0,0,4
Hhatl,3,36,72,2,0,0,35,60,28,43
Ccdc13,20,20,14,0,0,4,11,14,38,13
Higd1a,12814,15870,12364,9530,17396,10310,14358,11313,14421,12602
Gm47112,125,129,87,69,78,88,134,116,266,121
Ackr2,108,166,122,164,106,151,115,156,332,296
Cyp8b1,10,24,2,19,0,12,37,36,26,35
1700048O20Rik,55,38,28,88,52,54,20,32,46,44
Gask1a,22,10,44,14,0,0,12,36,74,20
Pomgnt2,1025,1139,1035,757,1380,773,1253,1324,1460,1366
Snrk,6514,9025,6506,4790,7497,5555,5422,5879,6994,6213
Ano10,5864,8434,6286,5039,11050,5595,5523,5444,6488,5314
Mir8106,0,0,0,0,0,0,0,0,0,0
Gm26797,110,223,76,132,33,119,67,82,67,118
Abhd5,2566,3194,2104,2530,3455,2403,2249,2601,3420,2564
A730085K08Rik,4,4,2,3,0,5,12,2,0,1
9530059O14Rik,0,0,0,0,0,0,0,0,0,8
Mir138-1,0,2,0,0,0,0,0,0,0,0
Topaz1,6,0,0,0,0,2,0,3,0,0
Tcaim,884,1086,818,661,778,785,875,909,832,831
Gm35549,12,16,20,5,0,15,37,32,16,25
Zfp445,8950,9609,5890,6134,7592,7238,8408,7900,9517,7565
Zkscan7,1180,1596,966,1082,1623,1123,1416,1118,1663,1121
